episode_id,name,air_date,episode,character_id,url,created
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,180,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,181,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,240,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,272,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,310,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,353,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,354,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,358,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,374,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,386,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,387,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,453,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,1,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,2,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
